type,bandwidth,time
warmup,56.3293,9063376191261601
warmup,164.286,9063376236075583
warmup,154.419,9063376251477231
warmup,159.02,9063376267897386
warmup,164.587,9063376283814367
warmup,149.032,9063376299193742
warmup,163.26,9063376316346674
warmup,163.071,9063376332035301
warmup,141.822,9063376347740439
warmup,153.425,9063376365573379
warmup,159.287,9063376382145215
warmup,161.392,9063376398036308
warmup,161.118,9063376413888681
warmup,161.382,9063376429757598
warmup,164.012,9063376445601362
warmup,163.689,9063376461208260
warmup,163.508,9063376476840918
warmup,162.013,9063376492479048
warmup,162.23,9063376508257052
warmup,164.523,9063376523987791
warmup,162.015,9063376539524704
warmup,162.55,9063376555300948
warmup,163.337,9063376571021543
warmup,162.725,9063376586662201
warmup,162.403,9063376602351596
warmup,160.271,9063376618068767
warmup,160.951,9063376633991764
warmup,163.575,9063376649848105
warmup,163.707,9063376665457851
warmup,162.179,9063376681054221
warmup,164.581,9063376696812416
warmup,164.42,9063376712348049
14:32:21:783:865    &   116.243
14:32:21:804:237    &   124.621
14:32:21:825:013    &   122.426
14:32:21:846:427    &   118.621
14:32:21:867:900    &   118.228
14:32:21:888:737    &   121.914
14:32:21:910:665    &   115.288
14:32:21:932:173    &   118.14
14:32:21:953:569    &   118.095
14:32:21:974:761    &   119.259
14:32:21:996:269    &   117.489
14:32:22:018:512    &   113.509
14:32:22:039:211    &   122.052
14:32:22:060:522    &   118.508
14:32:22:081:271    &   121.705
14:32:22:102:589    &   118.49
14:32:22:124:069    &   117.615
14:32:22:145:565    &   117.521
14:32:22:167:241    &   116.541
14:32:22:187:651    &   123.811
14:32:22:208:936    &   118.615
14:32:22:230:864    &   115.155
14:32:22:251:928    &   119.879
14:32:22:273:156    &   118.915
14:32:22:294:929    &   115.929
14:32:22:314:651    &   128.199
14:32:22:336:392    &   116.158
14:32:22:358:634    &   113.502
14:32:22:379:788    &   119.377
14:32:22:401:407    &   116.794
14:32:22:423:463    &   114.485
14:32:22:444:747    &   118.642
14:32:22:466:203    &   117.671
14:32:22:488:058    &   115.544
14:32:22:510:124    &   114.506
14:32:22:531:515    &   118.034
14:32:22:569:578    &   66.2375
14:32:22:637:621    &   37.0516
14:32:22:693:436    &   45.1974
14:32:22:745:451    &   48.5143
14:32:22:794:375    &   51.5815
14:32:22:827:966    &   75.1157
14:32:22:857:494    &   85.5591
14:32:22:878:568    &   119.919
14:32:22:900:129    &   117.155
14:32:22:921:876    &   116.216
14:32:22:942:123    &   124.895
14:32:22:963:339    &   119.018
14:32:22:985:984    &   111.595
14:32:23:004:931    &   133.436
14:32:23:023:343    &   137.304
14:32:23:044:007    &   122.262
14:32:23:066:088    &   114.444
14:32:23:087:558    &   117.727
14:32:23:109:130    &   117.165
14:32:23:130:348    &   119.075
14:32:23:152:085    &   116.238
14:32:23:173:145    &   119.973
14:32:23:194:363    &   119.084
14:32:23:216:313    &   115.126
14:32:23:237:859    &   117.277
14:32:23:259:531    &   116.675
14:32:23:280:953    &   117.924
14:32:23:302:571    &   116.851
14:32:23:324:721    &   114.046
14:32:23:345:730    &   120.22
14:32:23:366:825    &   119.783
14:32:23:388:819    &   114.797
