type,bandwidth,time
warmup,56.3293,9063376191261601
warmup,164.286,9063376236075583
warmup,154.419,9063376251477231
warmup,159.02,9063376267897386
warmup,164.587,9063376283814367
warmup,149.032,9063376299193742
warmup,163.26,9063376316346674
warmup,163.071,9063376332035301
warmup,141.822,9063376347740439
warmup,153.425,9063376365573379
warmup,159.287,9063376382145215
warmup,161.392,9063376398036308
warmup,161.118,9063376413888681
warmup,161.382,9063376429757598
warmup,164.012,9063376445601362
warmup,163.689,9063376461208260
warmup,163.508,9063376476840918
warmup,162.013,9063376492479048
warmup,162.23,9063376508257052
warmup,164.523,9063376523987791
warmup,162.015,9063376539524704
warmup,162.55,9063376555300948
warmup,163.337,9063376571021543
warmup,162.725,9063376586662201
warmup,162.403,9063376602351596
warmup,160.271,9063376618068767
warmup,160.951,9063376633991764
warmup,163.575,9063376649848105
warmup,163.707,9063376665457851
warmup,162.179,9063376681054221
warmup,164.581,9063376696812416
warmup,164.42,9063376712348049
14:32:17:179:756    &   164.071
14:32:17:195:400    &   163.383
14:32:17:211:057    &   163.24
14:32:17:226:642    &   163.974
14:32:17:242:351    &   162.729
14:32:17:259:078    &   152.647
14:32:17:274:865    &   161.948
14:32:17:290:566    &   162.831
14:32:17:306:144    &   164.066
14:32:17:322:317    &   157.983
14:32:17:338:333    &   159.6
14:32:17:354:320    &   159.881
14:32:17:370:020    &   162.75
14:32:17:385:520    &   164.966
14:32:17:401:095    &   164.173
14:32:17:416:587    &   165.006
14:32:17:432:214    &   163.738
14:32:17:448:014    &   161.893
14:32:17:463:724    &   162.679
14:32:17:479:466    &   162.401
14:32:17:495:092    &   163.669
14:32:17:510:767    &   163.196
14:32:17:526:304    &   164.657
14:32:17:542:589    &   156.941
14:32:17:558:448    &   159.645
14:32:17:574:801    &   155.998
14:32:17:591:486    &   151.788
14:32:17:612:936    &   118.536
14:32:17:634:453    &   118.107
14:32:17:650:588    &   156.762
14:32:17:666:112    &   163.142
14:32:17:681:494    &   164.578
14:32:17:696:789    &   165.495
14:32:17:712:249    &   163.761
14:32:17:727:746    &   163.308
14:32:17:743:466    &   162.689
14:32:17:759:084    &   163.797
14:32:17:774:793    &   162.86
14:32:17:790:417    &   163.667
14:32:17:806:045    &   163.637
14:32:17:821:936    &   160.884
14:32:17:838:029    &   158.687
14:32:17:853:445    &   165.916
14:32:17:868:995    &   164.706
14:32:17:884:820    &   161.763
14:32:17:900:697    &   161.12
14:32:17:916:254    &   164.342
14:32:17:932:012    &   162.306
14:32:17:947:709    &   162.866
14:32:17:963:314    &   163.886
14:32:17:978:918    &   163.975
14:32:17:994:514    &   163.979
14:32:18:010:315    &   161.945
14:32:18:025:965    &   163.342
14:32:18:041:461    &   165.064
14:32:18:056:920    &   165.42
14:32:18:072:511    &   164.094
14:32:18:088:519    &   159.511
14:32:18:104:154    &   163.422
14:32:18:119:831    &   163.035
14:32:18:135:437    &   163.757
14:32:18:151:167    &   162.527
14:32:18:166:847    &   163.071
14:32:18:182:363    &   164.726
14:32:18:197:978    &   163.76
14:32:18:213:434    &   165.35
14:32:18:228:910    &   165.175
14:32:18:244:380    &   165.266
14:32:18:260:512    &   158.382
14:32:18:276:751    &   157.325
